datetime;T_mu;Po_mu;P_mu;Ff_mu;Tn_mu;Tx_mu;VV_mu;Td_mu;T_var;Po_var;P_var;Ff_var;Tn_var;Tx_var;VV_var;Td_var
2006-09-30;12,049999999999999;756,7249999999999;757,05;1,875;10,85;13,8;5,15;11,6;1,8628571428571423;4,222142857142634;4,105714285714221;0,6964285714285714;1,125;0,9799999999999992;54,29428571428572;1,257142857142856
2006-10-01;11,150000000000002;758,7125;759,075;3,0;10,3;11,85;5,262499999999999;10,825000000000001;1,334285714285713;2,4983928571429708;2,525000000000008;0,8571428571428573;0,9799999999999992;1,4449999999999987;2,9912499999999995;1,2850000000000006
2006-10-02;12,875;754,075;754,375;2,375;11,2;14,25;5,112499999999999;12,174999999999999;1,010714285714285;0,9992857142857907;0,9564285714285737;0,5535714285714285;0,17999999999999924;1,125;24,30696428571429;0,4078571428571419
2006-10-03;12,875;748,9714285714286;749,4250000000001;2,625;11,75;13,65;6,825;12,3375;0,14500000000000032;0,6957142857142293;0,6592857142857891;0,2678571428571428;0,845000000000001;0,2449999999999995;35,982142857142854;0,04553571428571463
2006-10-04;13,724999999999998;750,2;750,4749999999999;2,625;13,25;14,15;9,0625;12,812499999999998;0,3164285714285728;0,30571428571429055;0,2821428571428751;0,2678571428571428;0,04500000000000021;1,125;28,10553571428571;0,03553571428571415
2006-10-05;13,262500000000001;751,575;751,9;3,125;12,7;14,75;17,6375;12,012500000000001;0,24267857142857174;1,3621428571429475;1,3485714285713943;0,6964285714285714;0,0;1,4449999999999987;226,96553571428572;0,0926785714285719
2006-10-06;12,312500000000002;754,975;755,3125;2,875;10,0;13,8;39,125;10,1125;1,6298214285714283;0,5049999999999154;0,47553571428570585;0,12500000000000008;0,18000000000000085;1,6199999999999966;61,83928571428571;0,34982142857142856
2006-10-07;12,024999999999999;754,9499999999999;755,2750000000001;4,0;10,8;12,649999999999999;13,125;10,875000000000002;0,3250000000000008;0,8971428571429152;0,8135714285715704;1,7142857142857142;0,9799999999999992;0,40500000000000114;47,839285714285715;0,7135714285714295
2006-10-08;13,150000000000002;750,8000000000001;751,1625;3,875;12,3;14,350000000000001;16,6;11,875;0,454285714285715;0,9514285714285654;0,991250000000015;2,124999999999999;0,7200000000000023;1,804999999999999;144,36571428571426;0,7021428571428571
2006-10-09;11,1375;756,0374999999999;756,3625000000001;4,625;9,4;12,8;36,25;9,2125;1,1769642857142866;10,565535714285968;10,5769642857148;1,1249999999999998;0,32000000000000056;0,5;203,35714285714286;0,9926785714285715
2006-10-10;7,2625;766,1875;766,5000000000001;2,625;5,8;8,850000000000001;40,625;5,3;0,5226785714285717;4,541249999999829;4,528571428571612;1,1250000000000002;0,1799999999999998;1,8050000000000024;81,69642857142857;0,49714285714285694
2006-10-11;9,7875;770,3625000000001;770,725;1,625;8,5;10,649999999999999;18,25;8,399999999999999;2,475535714285713;0,1883928571429047;0,1792857142857604;0,26785714285714285;0,9799999999999986;4,205000000000004;91,35714285714286;0,7028571428571425
2006-10-13;7,650000000000001;774,6833333333333;775,0166666666668;3,6666666666666665;4,0;9,5;25,53333333333333;5,583333333333333;8,554999999999998;0,27766666666667883;0,3176666666666762;0,6666666666666666;1,2799999999999994;11,520000000000003;408,9866666666668;1,5976666666666666
2006-10-14;10,075000000000001;769,2;769,5375;4,25;8,35;11,0;37,875;8,325;1,1821428571428558;5,911428571428661;5,956964285714494;0,5000000000000001;1,125;3,380000000000004;86,125;0,7164285714285717
2006-10-15;7,3125;769,8249999999999;770,175;4,5;5,800000000000001;9,45;48,125;4,1;1,4241071428571435;4,933571428571034;4,905000000000022;1,6666666666666667;0,01999999999999995;2,2049999999999974;13,839285714285717;4,662857142857141
2006-10-19;4,45;759,5374999999999;759,8625000000001;3,375;3,3499999999999996;5,5;44,5;0,9999999999999999;0,948571428571429;0,1998214285714203;0,1912500000000035;0,5535714285714286;1,1249999999999996;0,7199999999999992;137,7142857142857;0,7885714285714285
2006-10-20;3,8249999999999997;760,45;760,7875;5,625;2,2;5,0;22,5;1,7625;2,087857142857143;0,29428571428574724;0,2869642857142862;4,267857142857143;0,07999999999999988;1,2799999999999994;140,85714285714286;1,1112499999999998
2006-10-21;6,175;754,8874999999999;755,2249999999999;4,75;5,45;6,95;15,125;4,525;0,6821428571428572;10,261250000000055;10,062142857143042;3,357142857142857;0,0049999999999999645;1,8050000000000006;49,839285714285715;2,3564285714285718
2006-10-22;10,6625;747,9749999999999;748,2874999999999;3,0;8,95;11,65;3,15;10,1125;2,3083928571428562;0,553571428571399;0,5583928571427583;0,857142857142857;2,6450000000000005;1,125;5,1971428571428575;2,7383928571428564
2006-10-23;11,8875;747,3249999999999;747,6374999999999;4,875;10,9;12,4;8,812499999999998;10,85;0,17553571428571416;2,2192857142857023;2,2455357142857286;0,6964285714285717;0,0;0,0;36,38982142857143;0,7114285714285726
2006-10-24;12,700000000000001;743,0250000000001;743,3249999999999;4,375;12,149999999999999;13,45;5,362500000000001;11,9375;0,16285714285714264;1,1392857142856865;1,1964285714285263;0,8392857142857139;0,005000000000000053;0,40500000000000114;9,485535714285714;0,07410714285714295
2006-10-25;8,637500000000001;745,3625000000001;745,7125;5,375;7,45;12,35;29,3875;7,1;17,405535714285723;30,736964285714713;30,71553571428592;2,839285714285715;29,645000000000003;1,4449999999999987;394,9441071428572;23,659999999999997
2006-10-26;4,35;759,475;759,8;3,125;0,14999999999999997;6,55;22,25;3,075;13,665714285714284;2,302142857142818;2,2257142857143526;2,125;0,605;17,404999999999998;297,92857142857144;14,536428571428573
2006-10-27;9,8625;742,975;743,3;6,25;7,85;11,95;17,625;8,3875;2,8826785714285714;47,187857142857865;47,608571428571246;3,642857142857143;2,6449999999999987;2,205000000000001;252,83928571428572;7,3812500000000005
2006-10-28;2,9375;747,9375000000001;748,3000000000001;9,75;1,4;5,6;48,125;-1,95;1,148392857142857;26,925535714285722;26,454285714285884;1,6428571428571428;0,31999999999999995;2,4199999999999995;13,83928571428572;1,417142857142857
2006-10-29;-0,8444444444444444;757,3222222222221;757,6555555555556;4,222222222222222;-1,85;1,55;47,77777777777778;-4,266666666666667;2,0677777777777777;5,864444444444618;5,847777777777736;1,6944444444444446;0,24500000000000013;0,6050000000000001;19,444444444444454;1,0925
2006-10-30;1,1625;757,5500000000001;757,8874999999999;3,857142857142857;-1,7500000000000002;4,550000000000001;36,775;-0,5500000000000003;9,825535714285712;7,457142857143253;7,501250000000083;4,142857142857142;14,045000000000002;0,2449999999999998;354,23357142857145;8,851428571428572
2006-10-31;1,9124999999999999;747,0249999999999;747,3625;4,875;-0,9;3,35;17,4375;0,9750000000000001;5,384107142857142;67,90500000000007;68,04553571428492;8,696428571428571;0,7200000000000001;6,845000000000001;342,2398214285715;7,067857142857143
2006-11-01;-0,7125000000000001;739,4875;739,8125;5,75;-1,1500000000000001;3,6999999999999997;7,0875;-1,5;2,5783928571428567;16,064107142857143;15,855535714285276;3,642857142857143;4,205;23,119999999999997;28,732678571428572;4,217142857142858
2006-11-02;-3,3874999999999997;750,9625;751,3125;8,125;-4,25;-2,5;30,25;-6,825;0,24125000000000002;8,35982142857156;8,246964285714457;0,6964285714285714;0,0049999999999999645;0,08000000000000014;362,21428571428567;0,9135714285714279
2006-11-03;-3,5624999999999996;758,5374999999999;758,925;4,25;-6,2;-2,15;41,1;-7,287499999999999;2,6141071428571436;1,2341071428568824;1,2307142857142384;4,2142857142857135;0,0;1,4449999999999998;246,5371428571428;4,118392857142856
2006-11-04;-5,075;761,0;761,3625;2,625;-7,5;-2,1;38,125;-8,5;3,819285714285713;0,7428571428571062;0,6941071428570703;0,2678571428571427;0,0;0,3200000000000001;92,41071428571429;2,3
2006-11-05;-6,0874999999999995;757,5;757,8625000000001;2,375;-8,15;-4,05;27,75;-8,6375;3,4498214285714286;0,29714285714286837;0,30553571428573084;0,8392857142857142;0,125;7,604999999999999;52,21428571428573;0,3683928571428569
2006-11-06;0,5625;747,8750000000001;748,2375;4,875;-4,45;1,1;13,425;-0,8875000000000002;0,4369642857142857;23,385000000000126;23,654107142856837;2,982142857142857;32,805;0,18;304,6992857142856;4,461250000000001
2006-11-07;3,9374999999999996;745,4749999999999;745,7625;5,0;1,25;4,45;29,75;1,5625;3,931250000000001;2,616428571428515;2,68839285714272;3,4285714285714275;0,8449999999999998;11,045000000000002;184,78571428571428;3,51125
2006-11-08;3,2874999999999996;750,9000000000001;751,2375000000001;4,625;2,05;5,75;45,625;-0,9875;1,3841071428571428;3,8085714285713017;3,76267857142869;1,9821428571428574;0,12499999999999983;0,0049999999999999645;17,410714285714274;0,16696428571428573
2006-11-09;-1,125;751,1125000000001;751,475;2,625;-2,3;1,8;14,375;-1,7375000000000003;1,3964285714285716;3,1098214285714727;2,9135714285715943;2,267857142857143;0,7200000000000001;1,6200000000000003;13,696428571428571;1,545535714285714
2006-11-10;-1,1124999999999998;760,0500000000001;760,3875;4,75;-2,35;0,10000000000000003;38,5;-2,9625;1,3212500000000003;8,077142857142691;8,31553571428554;1,642857142857144;0,605;1,28;75,14285714285711;0,37982142857142875
2006-11-11;-0,5874999999999998;756,9875000000001;757,3125;5,0;-6,65;0,75;27,625;-2,4124999999999996;16,561249999999998;28,626964285715083;28,886964285715116;7,142857142857143;0,005000000000000098;11,045000000000002;250,55357142857142;9,701249999999998
2006-11-12;1,0875;745,0124999999999;745,3375;4,75;0,9;2,1;8,774999999999999;0,012500000000000004;0,07839285714285715;1,1755357142857237;1,2055357142856642;3,9285714285714293;0,0;0,7200000000000002;76,74500000000002;0,04125000000000001
2006-11-13;-0,975;748,0875;748,4125;3,625;-1,8;0,39999999999999997;13,75;-2,175;0,2364285714285714;0,24696428571428664;0,2726785714285528;1,125;0,0;1,9999999999999998;68,5;0,3078571428571432
2006-11-14;1,9749999999999996;748,5;748,85;4,125;0,55;3,1999999999999997;21,375;0,55;2,0107142857142852;0,4771428571428696;0,49714285714287415;4,696428571428571;2,6449999999999996;1,6199999999999997;132,83928571428572;1,1057142857142856
2006-11-15;4,3999999999999995;747,8625;748,2;4,625;2,9;5,9;27,375;2,625;0,6628571428571428;2,0569642857142316;2,1457142857142677;2,5535714285714284;1,6199999999999997;0,01999999999999995;379,4107142857142;1,8192857142857146
2006-11-16;2,35;757,3375000000001;757,65;3,125;1,85;3,3;50,0;0,1875;0,39999999999999997;13,379821428571201;13,191428571428693;0,982142857142857;1,125;0,7199999999999994;0,0;0,4869642857142858
2006-11-17;4,2124999999999995;761,475;761,8125;4,75;3,05;4,75;24,8375;2,5;0,6383928571428573;0,08785714285715196;0,07267857142856173;0,5;1,8050000000000002;1,125;275,2683928571429;1,5485714285714285
2006-11-18;6,512499999999999;761,925;762,275;3,875;5,449999999999999;6,949999999999999;1,1875000000000002;6,3;0,4926785714285717;1,3307142857142273;1,2907142857143046;1,2678571428571428;2,6450000000000005;0,24500000000000044;0,09267857142857143;0,5371428571428579
2006-11-19;6,4125000000000005;761,4625000000001;761,7875000000001;3,125;5,5;7,25;9,2625;5,8375;0,8526785714285714;1,2655357142856676;1,2412500000000233;0,6964285714285715;2,0;0,125;61,514107142857135;1,6598214285714288
2006-11-20;5,0125;759,5749999999999;759,9124999999999;2,625;4,35;5,85;14,5;4,15;0,18124999999999988;5,482142857142686;5,57267857142888;1,125;0,005000000000000009;0,40499999999999914;11,428571428571429;0,09714285714285713
2006-11-21;5,262499999999999;755,4875000000001;755,8375;2,875;3,6;6,05;20,575;3,65;0,594107142857143;0,7326785714285534;0,7198214285714041;2,1249999999999996;0,020000000000000035;0,0049999999999999645;228,8164285714286;2,214285714285713
2006-11-22;6,575000000000001;753,2875;753,5875000000001;4,625;5,6;7,199999999999999;5,75;5,5125;0,3421428571428572;0,2698214285713898;0,27553571428574847;0,5535714285714285;1,2800000000000016;0,32000000000000023;3,062857142857143;0,42124999999999996
2006-11-23;4,950000000000001;753,1125000000001;753,45;5,0;4,35;5,9;9,5;3,7125;0,19428571428571434;0,24124999999997618;0,23142857142849613;0,28571428571428575;0,04499999999999981;0,9799999999999999;21,428571428571427;0,4641071428571429
2006-11-24;6,5375000000000005;752,5749999999999;752,9124999999999;4,25;5,65;6,699999999999999;7,725;5,8500000000000005;0,1341071428571428;0,43928571428573465;0,4812500000000114;0,4999999999999999;0,40499999999999914;0,32000000000000023;16,105;0,26571428571428557
2006-11-25;7,375;758,9625000000001;759,2625;3,25;6,699999999999999;7,9;8,75;6,375;0,03357142857142862;3,219821428571272;3,359821428571356;0,5;0,020000000000000125;0,07999999999999961;2,7857142857142856;0,03642857142857148
2006-11-26;7,699999999999999;757,5500000000001;757,9124999999999;5,125;6,9;8,15;8,2625;6,6000000000000005;0,22571428571428573;1,120000000000105;1,1669642857142501;1,2678571428571423;0,01999999999999995;0,40499999999999914;27,236964285714286;0,1600000000000001
2006-11-27;6,6375;760,625;760,9749999999999;4,5;5,75;8,2;18,875;5,074999999999999;2,474107142857143;4,105000000000001;4,065000000000148;0,8571428571428568;1,8050000000000006;0,020000000000000035;47,553571428571445;1,696428571428571
2006-11-28;6,05;764,625;764,9749999999999;3,75;4,75;6,550000000000001;10,5375;5,35;0,7257142857142863;0,39071428571426864;0,4421428571428348;0,21428571428571422;3,6449999999999987;0,2449999999999998;28,596964285714282;0,7771428571428569
2006-11-29;6,1125;764,7624999999999;765,1;2,75;5,449999999999999;6,55;7,875;5,7;0,20982142857142855;1,7826785714287097;1,7428571428572341;0,7857142857142859;0,04500000000000008;0,125;71,78214285714286;0,34857142857142887
2006-11-30;6,7124999999999995;762,2625;762,625;5,25;6,35;7,6;20,0;5,049999999999999;0,7612500000000002;0,7083928571428457;0,710714285714291;1,9285714285714286;0,005000000000000009;0,18000000000000058;110,85714285714286;1,4742857142857144
2006-12-01;6,5125;761,075;761,4250000000001;4,0;5,449999999999999;7,199999999999999;14,25;4,937499999999999;1,535535714285714;5,1164285714288535;5,213571428571366;1,7142857142857142;2,6450000000000005;0,32000000000000023;54,5;1,605535714285715
2006-12-02;6,6000000000000005;756,0125;756,3124999999999;4,625;5,9;7,449999999999999;9,4375;5,2125;0,5371428571428568;2,9498214285715236;2,7498214285714266;0,5535714285714283;2,4200000000000013;0,2449999999999998;23,37125;0,455535714285714
2006-12-03;6,3;750,475;750,8125;4,375;5,9;7,1;20,5;4,7625;0,2742857142857142;1,3592857142856765;1,4069642857142486;1,1249999999999998;0,32000000000000023;0,020000000000000125;115,71428571428571;1,7741071428571418
2006-12-04;6,3;746,5;746,8375000000001;4,0;5,6;6,6;8,725;5,325;0,07428571428571436;10,128571428571531;10,15696428571445;0,5714285714285714;0,020000000000000125;0,020000000000000125;32,676428571428566;0,12500000000000014
2006-12-05;6,6875;742,9499999999999;743,3125;4,625;6,35;7,1;14,6625;5,3875;0,06982142857142844;2,8571428571428372;2,8383928571428174;0,26785714285714296;0,005000000000000098;0,020000000000000125;70,79696428571427;0,13839285714285685
2006-12-06;8,237499999999999;740,7;741,0375;5,625;6,95;9,350000000000001;12,375;6,9375;0,10839285714285736;2,2685714285712706;2,222678571428353;0,5535714285714283;1,8050000000000006;0,005000000000000053;16,55357142857143;0,2569642857142861
2006-12-07;7,262499999999999;746,7625000000002;747,1125;5,25;6,6;8,05;21,375;4,2875000000000005;0,33125000000000027;8,37696428571438;8,258392857142507;1,6428571428571426;0,7199999999999996;0,24500000000000044;43,410714285714285;2,144107142857142
2006-12-08;6,9875;749,4571428571429;749,8375;5,25;6,0;7,45;11,5;5,1625;0,4155357142857147;2,639523809523808;2,3198214285713576;2,214285714285714;0,019999999999999858;0,6049999999999996;7,142857142857145;0,35125
2006-12-09;7,500000000000001;751,6625;751,9625;4,5;6,8;7,85;8,0;5,7875000000000005;0,2942857142857137;1,6141071428569762;1,6398214285713628;0,28571428571428564;0,08000000000000014;0,125;4,857142857142857;0,18410714285714283
2006-12-10;6,812499999999999;758,4375;758,8125;4,125;6,300000000000001;7,8500000000000005;24,0;5,1125;0,506964285714285;2,3969642857142994;2,361250000000085;0,6964285714285714;0,7200000000000008;0,4050000000000003;111,14285714285714;1,3326785714285723
2006-12-11;6,299999999999999;756,3499999999999;756,6624999999999;5,625;5,7;6,75;19,875;3,7125000000000004;0,2971428571428571;9,591428571428342;9,468392857142513;1,6964285714285714;0,1799999999999998;0,2449999999999995;42,124999999999986;0,48410714285714246
2006-12-12;6,424999999999999;752,9499999999999;753,3125;4,875;5,65;7,25;12,625;4,85;0,4049999999999999;2,7742857142857384;2,6783928571429216;1,2678571428571435;0,8449999999999992;0,0049999999999999645;34,839285714285715;0,22857142857142873
2006-12-13;6,0875;751,4125;751,75;4,75;5,3;6,35;13,5;4,575;0,08410714285714253;2,6698214285712933;2,68285714285737;0,5;0,1799999999999998;0,005000000000000098;8,857142857142858;0,23071428571428548
2006-12-14;6,2625;749,025;749,3125;4,625;4,6;7,1;23,025;5,1;2,3255357142857145;11,330714285714723;11,684107142857288;1,4107142857142858;0,32000000000000023;0,32000000000000023;412,08500000000004;2,954285714285714
2006-12-15;6,8625;746,825;747,1375;6,875;5,75;8,8;32,75;3,525;1,862678571428573;3,9907142857143256;4,094107142857126;0,41071428571428564;0,4050000000000003;2,0000000000000027;10,500000000000004;2,650714285714286
2006-12-16;3,8125000000000004;749,4375000000001;749,7625;4,5;3,4000000000000004;5,15;24,75;1,3875;0,8641071428571426;0,4712500000000156;0,42839285714287223;1,7142857142857146;1,2800000000000005;0,6050000000000011;28,214285714285722;0,14696428571428571
2006-12-17;0,9750000000000001;753,3;753,6625000000001;4,5;-0,25;2,45;41,25;-1,1;0,5107142857142858;6,865714285714323;6,825535714285655;0,5714285714285713;0,125;0,8450000000000002;119,64285714285714;1,34
2006-12-18;-0,4;758,2500000000001;758,6250000000001;4,875;-0,7;0,9500000000000001;44,625;-3,5250000000000004;0,26571428571428574;5,491428571428735;5,356428571428746;0,6964285714285714;0,5;1,445;176,8392857142857;2,3449999999999998
2006-12-19;-3,4374999999999996;762,6999999999999;763,0500000000001;3,0;-5,4;-1,95;41,625;-4,8625;5,376964285714286;3,051428571428704;3,0999999999999273;1,1428571428571428;1,2800000000000002;4,805;196,83928571428564;7,168392857142858
2006-12-20;1,5;762,3;762,657142857143;3,0;-1,6;2,5;18,17142857142857;0,7714285714285714;0,28;20,240000000000553;20,21619047619024;2,666666666666666;11,520000000000001;0,0;233,80571428571432;0,2823809523809524
2006-12-21;2,966666666666667;767,75;768,0833333333334;4,0;1,45;3,75;46,666666666666664;1,9833333333333334;0,7826666666666663;0,2949999999999692;0,3256666666665529;0,8000000000000002;0,6049999999999999;0,6049999999999996;16,666666666666664;0,35366666666666646
2006-12-22;3,2375;763,65;764,0;6,25;1,7000000000000002;4,199999999999999;48,125;0,5125;1,554107142857143;3,0742857142858293;3,128571428571409;3,6428571428571423;0,01999999999999997;0,3199999999999995;13,839285714285719;1,9212500000000001
2006-12-23;4,15;764,375;764,6999999999999;6,5;3,1500000000000004;4,949999999999999;37,375;-0,7249999999999999;0,48857142857142855;5,224999999999976;5,202857142857174;3,999999999999999;0,6050000000000003;0,8449999999999992;95,125;1,5364285714285713
2006-12-24;4,0625;761,8249999999999;762,2000000000002;7,875;2,15;6,75;42,75;-0,3;9,211250000000001;22,007857142857365;22,154285714286004;4,410714285714286;4,805000000000001;1,125;104,78571428571432;6,1000000000000005
2006-12-25;-3,025;773,8;774,1999999999999;3,875;-3,5;-1,0;46,25;-6,475;0,6478571428571429;1,5514285714285019;1,5514285714285019;1,2678571428571435;0,1799999999999998;5,120000000000001;12,500000000000004;0,599285714285714
2006-12-26;1,7125000000000001;763,7;764,0625;4,625;-1,6;3,65;33,125;0,025000000000000026;2,675535714285714;21,68857142857156;21,42553571428525;1,6964285714285718;13,520000000000001;0,8449999999999998;178,125;6,759285714285713
2006-12-27;3,725;754,6625;755,0375;6,0;2,3;4,4;46,875;0,19999999999999998;0,4078571428571428;3,5769642857143187;3,6198214285712846;0,5714285714285714;3,380000000000001;0,07999999999999961;13,839285714285714;0,09428571428571428
2006-12-28;1,1249999999999998;752,7125;753,0875000000001;6,125;0,6000000000000001;4,9;50,0;-3,05;9,09642857142857;8,38124999999983;8,521249999999991;1,5535714285714286;13,520000000000001;0,07999999999999961;0,0;12,277142857142858
2006-12-29;-2,725;761,5;761,8625;3,75;-3,6;-1,6;47,5;-4,95;0,41071428571428575;2,4657142857141503;2,402678571428531;0,49999999999999994;0,020000000000000035;0,18;28,571428571428566;0,9600000000000001
2006-12-30;2,2375;761,0000000000001;761,3625;3,25;-0,8;4,15;27,75;0,7000000000000001;5,545535714285715;6,225714285714038;6,248392857142924;1,6428571428571428;9,68;0,2449999999999998;180,5;4,765714285714286
2006-12-31;4,15;748,3874999999999;748,7375;4,625;2,6;5,8;5,75;3,3625;1,231428571428571;7,352678571428446;7,251250000000148;1,6964285714285712;0,5;0,0;12,2;0,7798214285714282
2007-01-01;3,3875;741,6125000000001;741,9499999999999;4,5;1,15;4,0;13,0625;2,5250000000000004;1,795535714285714;25,73553571428568;25,73714285714263;2,5714285714285716;0,0049999999999999975;0,7199999999999994;153,04839285714283;1,0535714285714282
2007-01-02;3,0749999999999993;736,8000000000001;737,1749999999998;4,625;2,6500000000000004;4,2;29,25;2,2750000000000004;0,7707142857142857;20,58571428571374;20,819285714285133;3,410714285714286;0,005000000000000031;0,9800000000000005;319,07142857142856;1,5707142857142864
2007-01-03;2,0124999999999997;748,6125;748,9625;5,375;1,4;2,95;44,625;-0,6625;0,5583928571428569;8,93267857142901;9,019821428571571;1,1249999999999998;0,0800000000000001;0,04500000000000001;89,69642857142857;2,128392857142857
2007-01-04;3,3625000000000003;746,225;746,6;4,625;1,1;4,1;23,65;2,025;3,3541071428571425;15,43357142857141;15,642857142857483;1,125;5,120000000000001;1,9999999999999996;480,2942857142857;7,079285714285715
2007-01-05;4,1625;743,1750000000001;743,55;4,5;3,4;5,75;22,5;3,1750000000000003;3,831249999999998;4,824999999999982;4,760000000000015;0,8571428571428574;5,779999999999999;0,0049999999999999645;414,2857142857143;7,113571428571428
2007-01-06;0,9000000000000002;750,5285714285716;750,8;2,125;0,0;2,8;36,25;-0,48750000000000004;2,3514285714285714;1,999047619047839;1,6685714285713782;1,2678571428571428;0,08000000000000002;2,4200000000000004;286,5;1,58125
2007-01-07;2,1375;753,2875;753,625;2,375;-0,65;2,35;16,5;1,225;4,656964285714286;0,024107142857129654;0,0335714285714283;0,8392857142857142;1,445;7,604999999999999;153,14285714285714;4,219285714285713
2007-01-08;5,05;749,7375000000001;750,0875;4,125;4,199999999999999;5,15;10,0625;4,3875;0,24;3,754107142857083;3,686964285713979;0,6964285714285714;0,020000000000000125;0,6050000000000001;25,31696428571429;0,5098214285714285
2007-01-09;5,4625;744,1;744,4375;5,375;4,9;5,9;12,75;4,1;0,3198214285714286;10,571428571428317;10,736964285714246;1,6964285714285718;0,01999999999999995;0,0;58,21428571428571;0,5485714285714287
2007-01-10;6,4;742,2;742,5125;6,25;4,2;8,2;34,125;1,7;3,1085714285714294;26,182857142857078;26,69267857142779;12,500000000000004;0,9800000000000005;0,020000000000000035;323,5535714285714;8,371428571428572
2007-01-11;0,3375;740,6374999999999;740,9750000000001;4,0;-0,45;2,4;24,8375;-0,5375000000000001;3,1598214285714294;4,494107142856974;4,3107142857142;3,7142857142857144;2,2049999999999996;6,480000000000001;591,5055357142857;4,959821428571429
2007-01-12;-2,825;744,0124999999999;744,35;2,75;-4,45;-1,4;32,875;-4,4750000000000005;1,2935714285714284;7,629821428571378;7,302857142857056;0,7857142857142861;3,6449999999999987;0,18;214,125;0,7764285714285714
2007-01-13;0,5;741,625;741,9875000000001;4,125;-2,25;1,1;15,9625;-0,33749999999999997;0,09142857142857143;19,62500000000004;19,509821428571474;1,2678571428571428;11,044999999999998;0,01999999999999997;128,38267857142856;0,33410714285714277
2007-01-14;2,1;741,725;742,0875;4,625;0,04999999999999999;3,55;24,875;0,8625;2,3885714285714283;48,04785714285697;47,844107142856444;3,4107142857142856;0,605;3,125;273,2678571428572;2,9626785714285715
2007-01-15;0,875;748,4125;748,725;5,375;-0,8;3,5;29,5;-0,6374999999999998;2,393571428571429;24,512678571428662;24,064999999999962;3,982142857142858;1,2800000000000002;0,5;363,42857142857144;4,645535714285715
2007-01-16;4,3500000000000005;746,675;747,0124999999999;4,625;2,2;6,0;23,75;1,9;2,0428571428571427;4,27928571428568;4,438392857142746;1,6964285714285712;0,5000000000000001;0,7199999999999992;337,6428571428572;5,728571428571429
2007-01-17;1,9250000000000003;749,3999999999999;749,7375000000001;5,25;1,1;3,05;40,0;-2,6625;0,5364285714285716;2,65142857142851;2,6769642857141207;3,0714285714285716;0,7200000000000001;0,6049999999999999;57,142857142857146;3,571249999999999
2007-01-18;3,2375;733,0625;733,3625;5,75;1,1;5,2;15,9625;1,725;2,0055357142857155;32,3483928571434;32,43982142857147;1,6428571428571428;0,9799999999999999;0,0;138,74839285714285;2,7307142857142854
2007-01-19;-0,5;731,3000000000001;731,65;4,625;-1,2;1,5;28,75;-2,875;2,537142857142857;15,111428571427956;15,21428571428582;1,696428571428571;1,2799999999999998;7,22;297,35714285714283;5,199285714285715
